Age,OVA,POT,Release Clause,Best Position,Club,Value,Attacking,Defending,Goalkeeping
27,72,73,5800000.0,CB,Bologna,2500000.0,280,215,58
28,72,72,5600000.0,RW,Palmeiras,2400000.0,340,156,59
22,72,80,8100000.0,CAM,PFC CSKA Moscow,5000000.0,293,180,55
29,72,72,5900000.0,CDM,LDU Quito,2000000.0,271,206,64
28,72,72,5100000.0,CB,Atlético Mineiro,2000000.0,284,222,49
23,72,76,8100000.0,RM,AS Monaco,3400000.0,317,130,48
27,72,73,5800000.0,RB,Brescia,2500000.0,257,206,47
22,72,81,9200000.0,CDM,Blackburn Rovers,5000000.0,294,217,50
29,72,72,4099999.9999999995,CDM,FC Basel 1893,2000000.0,299,210,58
24,72,76,6500000.0,ST,KAA Gent,3400000.0,327,80,48
26,72,75,6000000.0,RB,Club Atlas,2800000.0,275,205,62
25,72,76,7600000.0,RB,Real Valladolid CF,3000000.0,243,204,45
30,72,72,4099999.9999999995,CAM,Junior FC,2300000.0,318,116,55
21,72,81,11500000.0,RM,PAOK,5500000.0,316,71,56
20,72,85,16399999.999999998,CAM,Shakhtar Donetsk,5500000.0,295,168,63
22,72,82,10300000.0,CAM,Olympique Lyonnais,5000000.0,302,191,57
30,72,72,5400000.0,ST,SPAL,2300000.0,343,63,58
26,72,74,4500000.0,GK,SC Paderborn 07,2200000.0,64,30,353
24,72,78,7400000.0,CDM,Club León,3400000.0,269,217,49
25,72,74,5000000.0,RM,Perth Glory,2900000.0,327,153,54
27,72,72,5000000.0,RB,Sampdoria,2300000.0,301,203,55
29,72,72,4500000.0,ST,Club Atlético Huracán,2300000.0,344,83,56
24,72,78,7200000.0,RB,Hertha BSC,3500000.0,273,209,47
27,72,73,0.0,CDM,Rangers FC,2400000.0,338,208,63
29,72,72,5400000.0,CDM,Kasimpaşa SK,2000000.0,310,202,56
32,72,72,3800000.0,CM,Shandong Luneng TaiShan FC,1800000.0,341,212,46
30,72,72,3800000.0,LB,KV Kortrijk,2000000.0,282,201,63
31,72,72,3900000.0,GK,Hatayspor,1200000.0,106,54,353
27,72,72,4300000.0,RW,Yokohama F. Marinos,2500000.0,298,138,54
32,72,72,4400000.0,CDM,Nacional de Montevideo,1600000.0,266,212,41
29,72,72,4200000.0,GK,Aston Villa,1600000.0,85,40,362
24,72,77,5600000.0,LB,Club Atlético Talleres,3300000.0,283,217,58
27,72,72,0.0,CAM,Boca Juniors,2500000.0,355,103,58
26,72,76,7300000.0,CB,Trabzonspor,2900000.0,266,219,45
24,72,78,8800000.0,CM,Brentford,3700000.0,304,191,48
32,72,72,4099999.9999999995,RB,El Nacional,1600000.0,257,204,67
22,72,80,8800000.0,CB,OGC Nice,4900000.0,289,216,55
27,72,72,4800000.0,CAM,San Jose Earthquakes,2500000.0,323,93,49
26,72,73,6200000.0,LM,Real Sporting de Gijón,2800000.0,310,114,59
23,72,75,5500000.0,LB,Philadelphia Union,3000000.0,260,216,67
28,72,73,4700000.0,CB,KV Kortrijk,2200000.0,276,224,56
26,72,75,5000000.0,LWB,Racing Club,2800000.0,255,209,44
30,72,72,6000000.0,ST,West Bromwich Albion,2300000.0,342,79,49
36,72,72,1700000.0,CAM,Mazatlán FC,750000.0,328,98,50
29,72,72,4900000.0,CB,1. FC Union Berlin,2000000.0,268,223,55
28,72,72,6200000.0,LM,Yeni Malatyaspor,2400000.0,313,67,43
26,72,74,5800000.0,CM,FC Utrecht,2900000.0,301,188,52
23,72,78,0.0,CB,Royal Antwerp FC,3400000.0,242,218,52
29,72,72,3300000.0,GK,Unión de Santa Fe,1600000.0,95,51,354
26,72,72,0.0,LM,No Club,0.0,317,91,54
21,72,79,8400000.0,CDM,Southampton,4500000.0,259,210,45
26,72,75,6700000.0,CAM,Santos Laguna,3000000.0,336,144,45
32,72,72,3300000.0,GK,Aberdeen,1200000.0,81,47,357
20,72,82,0.0,RB,CD Mirandés,4900000.0,259,209,50
22,72,83,10300000.0,CB,Aston Villa,4900000.0,260,219,55
22,72,80,9000000.0,CM,VfB Stuttgart,5000000.0,282,207,37
24,72,81,7900000.0,CDM,RCD Mallorca,4900000.0,265,216,49
30,72,72,3900000.0,CDM,SV Zulte-Waregem,2000000.0,281,209,61
28,72,72,6100000.0,ST,Internacional,2400000.0,339,41,61
24,72,76,6500000.0,LM,Sporting de Charleroi,3400000.0,283,141,57
31,72,72,4000000.0,CDM,Al Taawoun,1600000.0,282,201,55
26,72,72,5600000.0,RW,Sassuolo,2600000.0,306,146,47
37,72,72,455000.0,GK,Ajax,250000.0,93,38,355
24,72,72,6500000.0,RM,Goiás,2700000.0,313,74,52
28,72,72,3600000.0,CB,Piast Gliwice,2000000.0,227,215,50
25,72,79,6600000.0,CDM,DC United,4300000.0,274,212,59
26,72,75,7300000.0,ST,Toulouse Football Club,3100000.0,314,111,51
25,72,76,0.0,LWB,Fiorentina,3000000.0,259,209,55
27,72,72,5000000.0,CM,Holstein Kiel,2500000.0,305,174,57
22,72,81,9000000.0,RB,Blackburn Rovers,5000000.0,258,208,59
24,72,79,9400000.0,CB,Nacional de Montevideo,4400000.0,224,225,46
38,72,72,553000.0,GK,Al Nassr,250000.0,86,43,352
27,72,72,6300000.0,ST,Norwich City,2500000.0,350,105,50
28,72,72,5100000.0,RB,Stoke City,2100000.0,269,209,53
27,72,73,7500000.0,ST,Sivasspor,2700000.0,321,103,55
29,72,72,3500000.0,LB,Deportivo Cali,2100000.0,261,201,36
29,72,72,5700000.0,LB,AEK Athens,2100000.0,284,212,48
30,72,72,3800000.0,RB,Rosario Central,2000000.0,305,210,57
25,72,75,7300000.0,RM,Amiens SC,3100000.0,300,79,49
21,72,82,9000000.0,CAM,PFC CSKA Moscow,5000000.0,327,159,44
31,72,72,4300000.0,CM,Hannover 96,1900000.0,332,174,52
30,72,72,5500000.0,CB,Viktoria Plzeň,1900000.0,238,219,58
33,72,72,2400000.0,ST,Kashiwa Reysol,1500000.0,347,123,48
26,72,73,6800000.0,CAM,SV Werder Bremen,2700000.0,341,177,58
32,72,72,3800000.0,LB,Sivasspor,1600000.0,272,213,58
28,72,72,4900000.0,LB,Flamengo,2100000.0,250,213,53
23,72,80,7000000.0,LWB,Club Atlético Colón,5000000.0,261,202,55
20,72,85,15200000.0,CM,Newcastle United,5500000.0,294,169,53
33,72,72,3400000.0,CDM,Stoke City,1400000.0,331,233,67
32,72,72,3600000.0,GK,Coritiba,1200000.0,54,39,360
27,72,74,6500000.0,CB,Brentford,2500000.0,247,214,41
28,72,72,6100000.0,ST,Grêmio,2400000.0,338,40,48
30,72,72,4000000.0,LB,Hannover 96,2000000.0,309,202,59
22,72,81,0.0,CAM,Royal Excel Mouscron,5500000.0,326,126,58
28,72,72,3900000.0,CDM,Djurgårdens IF,2300000.0,325,214,58
19,72,83,9900000.0,RWB,Sheffield United,4800000.0,270,208,49
32,72,72,3600000.0,ST,Central Córdoba,1900000.0,321,70,54
35,72,72,1400000.0,CB,Argentinos Juniors,625000.0,245,213,43
29,72,72,5300000.0,LB,CD Tondela,2100000.0,285,204,64
26,72,72,7500000.0,ST,PAOK,2600000.0,330,69,52
26,72,75,6400000.0,CB,DSC Arminia Bielefeld,2700000.0,233,217,57
30,72,72,4500000.0,CB,1. FC Köln,1900000.0,266,219,49
21,72,82,7500000.0,ST,FC København,5500000.0,329,79,47
27,72,73,7000000.0,CB,Levante UD,2400000.0,310,217,66
28,72,72,0.0,CM,Yeni Malatyaspor,2300000.0,310,193,53
24,72,77,8400000.0,RB,Nacional de Montevideo,3300000.0,255,211,57
27,72,74,0.0,CB,Crotone,2500000.0,233,224,46
29,72,72,4200000.0,RW,Feyenoord,2300000.0,310,70,46
24,72,79,7100000.0,CAM,Club Atlético Talleres,4700000.0,310,197,58
33,72,72,2600000.0,CAM,Millonarios FC,1500000.0,284,171,48
21,72,80,9800000.0,RB,PAOK,5000000.0,270,209,63
26,72,75,6400000.0,CB,Benevento,2700000.0,254,220,51
27,72,73,4600000.0,RB,Atlético Nacional,2500000.0,276,204,66
28,72,72,5800000.0,ST,Palmeiras,2400000.0,325,80,73
38,72,72,1100000.0,CB,Parma,425000.0,319,216,68
27,72,73,7500000.0,ST,Angers SCO,2700000.0,339,56,51
32,72,72,2800000.0,CB,Legia Warszawa,1500000.0,300,206,54
29,72,72,4099999.9999999995,CB,Club Atlético Colón,2000000.0,311,217,44
29,72,72,3800000.0,CAM,Wellington Phoenix,2300000.0,346,112,45
27,72,73,0.0,RB,Santos Laguna,2500000.0,255,208,53
28,72,72,0.0,CAM,Nottingham Forest,2400000.0,313,154,49
20,72,85,17000000.0,CAM,Nacional de Montevideo,5500000.0,285,107,47
29,72,72,5600000.0,ST,Bologna,2300000.0,341,74,52
24,72,77,7300000.0,RWB,Swansea City,3300000.0,247,208,51
28,72,72,5900000.0,RM,Bahia,2400000.0,337,97,51
29,72,72,5400000.0,CDM,FC Lorient,2000000.0,293,212,61
24,72,78,8000000.0,CB,OGC Nice,3500000.0,279,212,60
28,72,74,4500000.0,GK,1. FC Nürnberg,2000000.0,88,39,351
32,72,72,3400000.0,CB,Cruz Azul,1500000.0,264,217,49
27,72,73,7500000.0,CAM,Alanyaspor,2700000.0,353,119,59
26,72,75,0.0,CB,Genoa,2700000.0,189,224,48
22,72,83,8100000.0,CB,Club Atlético Huracán,4900000.0,213,223,47
30,72,72,4200000.0,CDM,Fortuna Düsseldorf,2000000.0,291,201,63
32,72,72,3000000.0,CB,Tigres U.A.N.L.,1600000.0,283,209,58
30,72,72,3800000.0,CB,New York City FC,1900000.0,257,218,56
25,72,73,6000000.0,ST,Wuhan Zall,2800000.0,327,76,62
29,72,72,6200000.0,ST,Kayserispor,2300000.0,335,123,48
31,72,72,4000000.0,RB,Crotone,1700000.0,328,203,60
29,72,72,6000000.0,CAM,Gazişehir Gaziantep F.K.,2300000.0,315,80,50
27,72,72,5300000.0,LM,Rayo Vallecano,2500000.0,303,86,53
28,72,72,5400000.0,RB,Gençlerbirliği SK,2100000.0,252,203,59
29,72,72,6500000.0,RW,Deportivo Binacional,2300000.0,304,79,40
32,72,72,2800000.0,RB,Patronato,1600000.0,253,210,57
24,72,72,6500000.0,RM,Fortaleza,2700000.0,307,149,69
21,72,86,17700000.0,RWB,Shakhtar Donetsk,5500000.0,300,194,57
34,72,72,1600000.0,CB,Rosenborg BK,750000.0,250,216,48
28,72,74,6700000.0,CB,Getafe CF,2400000.0,312,218,58
23,72,78,0.0,CAM,No Club,0.0,327,174,62
34,72,72,2400000.0,LM,Club Atlético Banfield,1100000.0,346,88,50
29,72,72,5700000.0,CAM,Medipol Başakşehir FK,2300000.0,330,100,70
31,72,72,4000000.0,GK,Gençlerbirliği SK,1200000.0,89,35,354
31,72,72,3000000.0,RB,Millonarios FC,1700000.0,279,204,62
24,72,72,5700000.0,CDM,Fluminense,2400000.0,295,228,58
27,72,72,7300000.0,ST,Olimpia Asunción,2500000.0,340,76,46
22,72,82,8600000.0,RM,VfL Wolfsburg,5000000.0,304,195,46
25,72,76,6800000.0,CDM,Udinese,3000000.0,310,199,55
33,72,72,3100000.0,CAM,Ettifaq FC,1500000.0,327,99,60
20,72,72,6700000.0,RW,Club Athletico Paranaense,2600000.0,343,125,59
30,72,72,3300000.0,GK,AD Alcorcón,1600000.0,110,41,351
30,72,73,4700000.0,GK,Cardiff City,1800000.0,85,44,352
24,72,76,9300000.0,CAM,Spezia,3400000.0,304,113,54
32,72,72,3000000.0,CB,Portland Timbers,1500000.0,249,212,55
25,72,75,7700000.0,RB,Viktoria Plzeň,2900000.0,294,205,52
31,72,72,0.0,CB,No Club,0.0,260,221,57
30,72,72,3300000.0,GK,SpVgg Greuther Fürth,1600000.0,72,46,356
24,72,77,8000000.0,CB,Rio Ave FC,3300000.0,259,220,59
27,72,72,7300000.0,LW,Elche CF,2500000.0,341,98,62
31,72,72,5100000.0,CB,Sparta Praha,1600000.0,306,215,58
31,72,72,4400000.0,GK,Olimpia Asunción,1200000.0,83,49,355
35,72,72,1800000.0,CB,Cardiff City,625000.0,194,219,49
22,72,81,11000000.0,CAM,Portimonense SC,5500000.0,320,154,50
21,72,82,0.0,CAM,Borussia Mönchengladbach,5500000.0,317,94,50
30,72,72,3300000.0,CDM,IFK Göteborg,2000000.0,297,212,55
24,72,77,8900000.0,CAM,Gil Vicente FC,3500000.0,329,133,53
27,72,72,7300000.0,RW,Olimpia Asunción,2500000.0,306,95,63
27,72,75,5700000.0,CB,Girona FC,2700000.0,284,214,61
25,72,74,8600000.0,CAM,PAOK,2900000.0,303,122,58
27,72,73,5500000.0,CAM,San Lorenzo de Almagro,2700000.0,308,194,50
23,72,79,8800000.0,ST,Celtic,4700000.0,337,74,56
26,72,75,6300000.0,ST,Hebei China Fortune FC,3100000.0,311,74,32
21,72,82,11000000.0,ST,SL Benfica,5500000.0,315,86,59
21,72,81,10800000.0,ST,FC Girondins de Bordeaux,5500000.0,324,78,49
30,72,72,5500000.0,CB,Cádiz CF,1900000.0,294,209,62
28,72,72,5900000.0,CM,Norwich City,2300000.0,311,188,60
20,72,72,6700000.0,CAM,Internacional,2600000.0,326,85,52
25,72,74,7300000.0,CAM,Toulouse Football Club,3000000.0,345,76,58
24,72,76,6500000.0,ST,SK Rapid Wien,3400000.0,345,114,66
31,72,72,4800000.0,LB,AEK Athens,1700000.0,304,211,56
39,72,72,683000.0,GK,Boavista FC,250000.0,91,47,347
19,72,86,18400000.0,LM,Dynamo Kyiv,5500000.0,262,104,51
27,72,74,4900000.0,GK,FC Augsburg,2100000.0,71,42,351
30,72,72,3300000.0,CB,Jeonbuk Hyundai Motors,1900000.0,254,208,50
30,72,72,5500000.0,CDM,Stoke City,2200000.0,313,218,49
28,72,72,6200000.0,CM,Kayserispor,2300000.0,318,199,54
26,72,75,6700000.0,RB,Preston North End,2800000.0,225,213,56
29,72,72,0.0,CDM,No Club,0.0,297,208,53
27,72,73,6400000.0,ST,Club América,2700000.0,328,89,55
36,72,72,788000.0,GK,Club Atlético Colón,250000.0,90,42,352
22,72,82,8500000.0,ST,RCD Espanyol,5500000.0,325,70,49
26,72,76,0.0,CDM,Royal Antwerp FC,2900000.0,300,210,61
22,72,80,0.0,CB,FC Utrecht,4900000.0,224,217,54
22,72,80,9000000.0,CM,1. FC Köln,5000000.0,293,210,49
24,72,79,6600000.0,GK,Udinese,4000000.0,108,57,350
20,72,85,14400000.0,LWB,SL Benfica,5500000.0,275,202,52
24,72,77,6000000.0,CDM,Columbus Crew SC,3200000.0,273,211,40
28,72,72,5400000.0,ST,Mazatlán FC,2400000.0,344,118,62
30,72,72,5700000.0,ST,Fenerbahçe SK,2300000.0,332,100,54
26,72,75,5700000.0,CB,Tigres U.A.N.L.,2700000.0,224,209,40
23,72,78,10300000.0,RM,Panathinaikos FC,3700000.0,315,60,46
24,72,72,6700000.0,ST,Atlético Mineiro,2700000.0,333,104,56
29,72,72,5400000.0,ST,FC Augsburg,2300000.0,364,164,67
34,72,72,2200000.0,LM,CFR Cluj,1100000.0,326,180,53
21,72,83,13200000.0,CAM,Dynamo Kyiv,5000000.0,289,198,58
23,72,79,9700000.0,ST,Stade de Reims,4700000.0,319,64,60
24,72,76,8500000.0,ST,Çaykur Rizespor,3400000.0,323,91,49
30,72,72,6100000.0,CM,Getafe CF,2200000.0,304,211,51
25,72,75,6100000.0,CAM,KRC Genk,3100000.0,266,72,44
27,72,72,5600000.0,LB,FC Girondins de Bordeaux,2300000.0,261,206,52
30,72,72,4099999.9999999995,LM,Junior FC,2300000.0,319,119,50
26,72,74,6700000.0,ST,Club América,2900000.0,329,88,65
26,72,73,7700000.0,ST,Leeds United,2800000.0,331,75,49
27,72,73,6900000.0,CAM,Norwich City,2700000.0,313,177,62
28,72,72,6400000.0,RW,Gil Vicente FC,2400000.0,298,152,46
23,72,77,6900000.0,CB,SC Freiburg,3200000.0,227,226,59
21,72,83,0.0,ST,Bologna,5500000.0,310,81,54
24,72,79,6300000.0,GK,Guadalajara,4000000.0,91,52,349
23,72,78,6500000.0,RWB,KAA Gent,3500000.0,320,200,56
34,72,72,0.0,LB,FC Cartagena,850000.0,302,203,52
19,72,82,9100000.0,CM,Club Tijuana,5000000.0,322,156,49
27,72,73,7100000.0,ST,Fulham,2700000.0,343,159,51
30,72,72,4300000.0,LB,Pachuca,2000000.0,269,198,61
18,72,85,11700000.0,CAM,RSC Anderlecht,5500000.0,305,114,50
24,72,78,8600000.0,CB,FC Metz,3400000.0,272,213,58
26,72,75,7100000.0,CB,Stade Brestois 29,2700000.0,214,214,50
19,72,82,9500000.0,CB,AS Monaco,4700000.0,232,213,43
28,72,72,5600000.0,CAM,Lecce,2400000.0,317,73,50
25,72,75,5200000.0,LWB,Club Atlético Aldosivi,2900000.0,295,194,60
26,72,75,5000000.0,CB,Club Brugge KV,2700000.0,284,220,48
24,72,77,6600000.0,CB,Sassuolo,3200000.0,258,220,64
37,72,72,1200000.0,CB,Sheffield United,425000.0,263,223,169
28,72,72,4700000.0,LM,Seattle Sounders FC,2400000.0,282,196,49
27,72,75,6400000.0,CB,Rangers FC,2700000.0,231,214,47
32,72,72,5300000.0,RW,SD Huesca,1900000.0,292,118,46
30,72,72,5100000.0,LWB,Os Belenenses,2000000.0,302,216,52
26,72,77,8000000.0,CB,Santa Clara,3100000.0,217,215,56
28,72,74,7100000.0,CB,Dynamo Kyiv,2400000.0,213,222,49
29,72,72,3900000.0,CB,KAA Gent,2000000.0,233,221,50
27,72,73,6600000.0,CB,Genoa,2700000.0,337,229,55
28,72,72,5900000.0,RB,Spezia,2100000.0,322,212,40
29,72,72,6200000.0,ST,Gazişehir Gaziantep F.K.,2300000.0,337,62,46
25,72,75,5700000.0,LB,CD Tenerife,2900000.0,292,200,63
24,72,72,6700000.0,RW,Bahia,2700000.0,366,92,61
20,72,83,11000000.0,ST,Bologna,5000000.0,328,94,46
30,72,72,4300000.0,RB,Guadalajara,2000000.0,312,213,51
35,72,72,1600000.0,GK,Sheffield Wednesday,250000.0,93,59,358
22,72,80,7100000.0,CB,FC Red Bull Salzburg,4900000.0,217,217,59
27,72,75,5000000.0,CB,Racing Club,2700000.0,264,218,58
26,72,77,6800000.0,GK,Dynamo Kyiv,2700000.0,57,35,353
22,72,79,6600000.0,CB,Defensa y Justicia,4400000.0,275,212,47
30,72,72,3500000.0,GK,Juventus,1600000.0,69,45,352
23,72,79,8600000.0,RWB,Racing Club de Lens,4500000.0,289,208,59
32,72,72,4200000.0,RB,Panathinaikos FC,1600000.0,319,197,57
29,72,72,4900000.0,LB,Beşiktaş JK,2100000.0,277,190,55
31,72,72,3800000.0,CB,Al Faisaly,1600000.0,235,216,68
30,72,72,5800000.0,CM,Dijon FCO,2200000.0,271,210,51
27,72,73,6300000.0,CDM,Norwich City,2400000.0,279,216,58
36,72,72,906000.0,CB,Club Atlético Huracán,425000.0,302,207,59
26,72,75,6500000.0,ST,Hannover 96,3100000.0,351,84,53
23,72,81,9800000.0,ST,Rangers FC,5000000.0,352,99,41
28,72,72,5600000.0,LM,En Avant de Guingamp,2400000.0,307,109,54
28,72,73,6800000.0,CB,Sparta Praha,2200000.0,216,215,51
29,72,72,4700000.0,ST,Sporting Kansas City,2300000.0,334,87,57
29,72,72,5700000.0,CM,Fulham,2300000.0,326,206,53
25,72,79,7800000.0,CDM,FC Augsburg,4300000.0,253,210,54
23,72,79,7000000.0,RB,RCD Mallorca,4500000.0,265,211,62
25,72,75,5400000.0,LM,Molde FK,3100000.0,309,158,46
24,72,75,7300000.0,CAM,DSC Arminia Bielefeld,3200000.0,308,84,59
23,72,77,8000000.0,CB,Valencia CF,3200000.0,245,212,61
24,72,79,6600000.0,LB,BSC Young Boys,4500000.0,263,205,58
29,72,72,6200000.0,ST,Racing Club de Lens,2300000.0,354,115,65
32,72,72,5000000.0,CAM,Boavista FC,1900000.0,352,106,51
25,72,77,8199999.999999999,LB,SD Huesca,3200000.0,318,192,52
31,72,72,3200000.0,GK,VfL Bochum 1848,1200000.0,116,51,355
27,72,73,6600000.0,CDM,Çaykur Rizespor,2400000.0,289,210,58
33,72,72,0.0,ST,Club León,1500000.0,341,118,53
20,72,83,12700000.0,CAM,Real Betis,5000000.0,307,155,57
25,72,77,8100000.0,CDM,Fenerbahçe SK,3400000.0,309,215,50
32,72,72,3000000.0,GK,Girona FC,1200000.0,105,66,361
29,72,72,0.0,LB,Kayserispor,2100000.0,318,211,65
22,72,83,10100000.0,LWB,Bristol City,5000000.0,255,207,53
34,72,72,3500000.0,CAM,Peñarol,1100000.0,303,158,63
25,72,75,7300000.0,ST,Amiens SC,3100000.0,322,76,59
28,72,72,5900000.0,LM,Galatasaray SK,2300000.0,323,194,51
27,72,74,5200000.0,CB,AZ Alkmaar,2500000.0,292,210,55
24,72,72,4600000.0,GK,Club Athletico Paranaense,2000000.0,54,38,346
26,72,74,7300000.0,CM,Cardiff City,2900000.0,318,210,60
20,72,72,5700000.0,CB,Vasco da Gama,2300000.0,316,210,57
29,72,72,4300000.0,CDM,SV Darmstadt 98,2000000.0,276,220,48
29,72,72,4700000.0,CM,Jiangsu Suning FC,2300000.0,339,223,62
34,72,72,2100000.0,GK,SV Zulte-Waregem,400000.0,84,49,351
25,72,75,6600000.0,CB,Genoa,2800000.0,242,229,59
27,72,74,6200000.0,CB,Rangers FC,2500000.0,205,223,56
31,72,72,3800000.0,ST,Millonarios FC,2000000.0,335,93,54
30,72,72,4300000.0,CB,Club León,1900000.0,269,218,39
24,72,75,5300000.0,RB,FC Emmen,3000000.0,290,203,54
29,72,72,3400000.0,RB,FC København,2100000.0,311,202,64
33,72,72,3300000.0,CB,Club Libertad,1100000.0,299,211,54
25,72,73,5800000.0,LM,DC United,2800000.0,312,166,48
27,72,72,3500000.0,RWB,Western United FC,2300000.0,264,214,44
25,72,76,8500000.0,ST,West Bromwich Albion,3300000.0,332,89,60
27,72,72,6300000.0,CAM,Sheffield Wednesday,2500000.0,337,191,49
23,72,79,5400000.0,GK,FC Twente,4000000.0,102,51,355
23,72,77,7900000.0,RM,SC Freiburg,3500000.0,326,107,46
31,72,72,4600000.0,CM,Deportivo Toluca,1900000.0,325,183,51
30,72,72,4400000.0,CM,New York Red Bulls,2200000.0,309,195,68
30,72,72,5700000.0,ST,Bristol City,2300000.0,339,113,47
23,72,78,8400000.0,RB,FC Girondins de Bordeaux,3500000.0,281,217,64
28,72,72,5400000.0,LB,FC Nantes,2100000.0,247,220,52
29,72,72,4800000.0,LM,Rayo Vallecano,2300000.0,335,110,48
23,72,80,7800000.0,RM,RSC Anderlecht,5000000.0,310,130,37
27,72,73,4800000.0,CAM,Kawasaki Frontale,2700000.0,307,192,45
26,72,75,6100000.0,ST,KRC Genk,3100000.0,314,117,52
35,72,72,1900000.0,LB,SD Huesca,725000.0,310,212,49
31,72,72,4900000.0,CB,Os Belenenses,1600000.0,311,209,54
28,72,73,6800000.0,CB,Independiente del Valle,2200000.0,222,202,65
29,72,72,6000000.0,CDM,FC Metz,2300000.0,313,217,63
34,72,72,0.0,CAM,No Club,0.0,356,121,53
25,72,75,8100000.0,CAM,Atiker Konyaspor,3100000.0,308,112,45
30,72,72,2700000.0,GK,FC København,1600000.0,85,47,355
25,72,73,0.0,LM,Mazatlán FC,2800000.0,319,134,51
33,72,72,2600000.0,GK,Vélez Sarsfield,750000.0,93,58,355
32,72,72,4300000.0,ST,Al Shabab,1900000.0,346,108,50
32,72,72,3200000.0,RB,Pachuca,1600000.0,322,204,55
28,72,72,3900000.0,CM,Aalborg BK,2300000.0,304,184,57
32,72,72,2700000.0,GK,CFR Cluj,1200000.0,95,61,356
21,72,81,0.0,CM,UD Almería,5000000.0,317,183,53
24,72,76,0.0,CM,CD Tenerife,3100000.0,332,197,58
25,72,75,8100000.0,CDM,Farense,3100000.0,321,209,47
27,72,72,4800000.0,CAM,ADO Den Haag,2500000.0,327,156,62
20,72,83,12700000.0,CAM,Athletic Club de Bilbao,5000000.0,301,156,54
23,72,78,6600000.0,CM,Royal Antwerp FC,3400000.0,332,204,63
37,72,72,1400000.0,CB,Olimpia Asunción,425000.0,269,217,56
28,72,73,5000000.0,CB,RCD Mallorca,2200000.0,239,216,69
28,72,72,0.0,RM,FC Paços de Ferreira,2400000.0,309,111,47
27,72,72,5800000.0,CM,Parma,2500000.0,297,178,54
25,72,75,7700000.0,CAM,Fenerbahçe SK,3100000.0,299,151,44
28,72,72,6800000.0,RM,Panathinaikos FC,2400000.0,324,90,46
22,72,78,9000000.0,RM,Birmingham City,3800000.0,301,113,53
26,72,75,7900000.0,CAM,Alanyaspor,3000000.0,339,187,48
33,72,72,2700000.0,CB,Udinese,1100000.0,240,220,54
29,72,72,5000000.0,RM,Al Wehda,2300000.0,325,71,53
24,72,72,5500000.0,RB,Fortaleza,2500000.0,301,216,43
31,72,72,3500000.0,CB,Columbus Crew SC,1600000.0,262,213,59
29,72,72,5400000.0,CAM,AJ Auxerre,2300000.0,333,115,51
23,72,80,9700000.0,CM,FC Paços de Ferreira,4900000.0,309,202,42
26,72,74,6200000.0,RWB,1. FSV Mainz 05,2700000.0,258,205,48
24,72,80,6700000.0,CB,Universidad Católica,4900000.0,257,216,48
30,72,72,5300000.0,RB,Rio Ave FC,2000000.0,273,206,63
26,72,74,5600000.0,RM,Feyenoord,2900000.0,339,166,56
21,72,80,7800000.0,CAM,Willem II,5500000.0,293,86,58
32,72,72,3600000.0,GK,Millwall,1200000.0,81,38,352
31,72,72,3600000.0,RB,Al Fateh,1700000.0,309,206,54
25,72,77,6200000.0,ST,Racing Club,3500000.0,329,79,58
28,72,72,5100000.0,LM,Al Wehda,2400000.0,320,172,44
30,72,72,4700000.0,CDM,1. FC Köln,2000000.0,335,213,60
28,72,74,5100000.0,GK,Celtic,2000000.0,107,40,355
24,72,80,7400000.0,GK,Brighton & Hove Albion,4500000.0,101,33,354
24,72,79,0.0,RWB,CD Leganés,4500000.0,284,209,51
27,72,74,5200000.0,CM,KV Kortrijk,2500000.0,323,202,65
28,72,72,5900000.0,CM,Vasco da Gama,2300000.0,336,205,56
26,72,73,6200000.0,LM,SC Paderborn 07,2800000.0,289,72,43
29,72,72,4500000.0,CAM,Estudiantes de La Plata,2300000.0,317,127,51
24,72,76,8199999.999999999,RWB,Dinamo Zagreb,3100000.0,287,201,44
24,72,78,6200000.0,GK,Valenciennes FC,3000000.0,99,37,356
24,72,78,8000000.0,CB,Aston Villa,3400000.0,250,212,69
26,72,73,4900000.0,CAM,Hokkaido Consadole Sapporo,2800000.0,292,68,52
35,72,72,1600000.0,GK,Derby County,250000.0,80,40,351
28,72,73,5800000.0,CDM,ESTAC Troyes,2300000.0,294,208,63
26,72,75,5500000.0,CDM,Defensa y Justicia,2800000.0,267,201,60
26,72,73,7700000.0,RW,Angers SCO,2800000.0,293,75,62
22,72,81,10800000.0,CM,Shakhtar Donetsk,5000000.0,304,199,55
35,72,72,1600000.0,GK,Stade Rennais FC,250000.0,87,49,355
23,72,83,8300000.000000001,CDM,Estudiantes de La Plata,4900000.0,291,211,53
33,72,72,3200000.0,RWB,Benevento,1400000.0,330,213,47
33,72,72,2400000.0,GK,Racing Club,750000.0,72,53,353
25,72,76,5700000.0,CM,KV Kortrijk,3000000.0,344,202,54
27,72,73,7800000.0,ST,Moreirense FC,2700000.0,315,66,58
24,72,77,0.0,ST,Nashville SC,3600000.0,322,80,41
26,72,75,6400000.0,CB,1. FSV Mainz 05,2700000.0,254,217,32
32,72,72,3600000.0,ST,Vancouver Whitecaps FC,1900000.0,360,127,51
28,72,73,5500000.0,CB,Deportivo Toluca,2300000.0,328,209,50
22,72,81,9900000.0,RB,Boavista FC,5000000.0,243,204,47
31,72,72,5300000.0,ST,Birmingham City,2000000.0,329,116,53
