ID,Name,Nationality,Age,OVA,POT,Club,Contract,Height,Weight,Preferred Foot,Best Position,Joined,Value,Wage,Release Clause,Attacking,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Skill,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defending,Marking,Standing Tackle,Sliding Tackle,Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Base Stats,W/F,SM,A/W,D/W,IR,PAC,SHO,PAS,DRI,DEF,PHY,Hits,t
211022,Rubén García,Spain,26,79,79,"



CA Osasuna",2018 ~ 2024,171,71,Left,LM,2018-08-20,19000000.0,37000.0,28400000.0,351,78,78,56,80,59,390,79,74,78,79,80,398,85,73,81,73,86,337,76,65,69,49,78,312,58,33,74,78,69,67,110,35,40,35,60,9,14,13,14,10,1958,408,2,4,High,Medium,1,78,76,79,80,38,57,22.0,2018 ~ 2024
234642,E. Mendy,Senegal,28,79,81,"



Chelsea",2020 ~ 2025,197,86,Right,GK,2020-09-24,15000000.0,70000.0,21700000.0,54,10,5,10,20,9,73,13,13,14,22,11,221,36,33,48,77,27,211,56,39,35,72,9,93,22,13,6,39,13,56,34,10,11,13,390,80,77,75,79,79,1076,424,2,1,Medium,Medium,1,80,77,75,79,34,79,500.0,2020 ~ 2025
199110,L. Muriel,Colombia,29,79,79,"



Atalanta",2019 ~ 2024,179,79,Right,CF,2019-07-01,17500000.0,65000.0,21300000.0,358,62,81,65,75,75,360,85,77,60,55,83,421,86,90,85,80,80,354,80,60,68,72,74,301,50,16,81,76,78,75,72,26,24,22,48,8,10,10,14,6,1914,413,4,4,High,Medium,2,88,79,69,84,27,66,72.0,2019 ~ 2024
203895,Pozuelo,Spain,28,79,79,"



Toronto FC",2019 ~ 2020,170,73,Right,CAM,2019-03-18,17500000.0,12000.0,18800000.0,344,73,72,49,82,68,394,83,77,74,76,84,374,68,63,77,82,84,350,74,60,83,57,76,348,59,55,77,81,76,83,139,51,52,36,50,10,8,14,10,8,1999,413,5,4,High,Medium,1,65,73,78,83,50,64,67.0,2019 ~ 2020
202642,Fernando,Brazil,28,79,80,"



Beijing Sinobo Guoan FC",2020 ~ 2022,173,66,Right,CDM,2020-02-28,17000000.0,24000.0,20900000.0,314,63,63,62,81,45,394,70,82,84,82,76,377,73,76,74,73,81,386,79,80,80,71,76,343,80,80,47,75,61,70,226,71,78,77,52,16,9,13,8,6,2092,443,3,4,Medium,Medium,1,75,67,77,73,75,76,27.0,2020 ~ 2022
192366,N. Otamendi,Argentina,32,79,79,"



SL Benfica",2020 ~ 2023,183,81,Right,CB,2020-09-30,11500000.0,16000.0,16000000.0,315,52,54,82,70,57,276,51,50,39,70,66,301,54,54,58,77,58,356,69,88,65,78,56,316,90,80,48,53,45,79,240,79,81,80,48,12,5,8,11,12,1852,387,3,2,Medium,High,3,54,57,60,58,80,78,64.0,2020 ~ 2023
210385,Rui Silva,Portugal,26,79,83,"



Granada CF",2017 ~ 2021,191,91,Right,GK,2017-01-27,19000000.0,23000.0,26100000.0,92,13,20,14,25,20,107,18,19,20,26,24,190,31,30,34,71,24,225,56,62,27,66,14,146,19,27,20,50,30,49,54,25,10,19,391,78,74,75,80,84,1205,421,3,1,Medium,Medium,1,78,74,75,84,30,80,56.0,2017 ~ 2021
208920,N. Aké,Netherlands,25,79,83,"



Manchester City",2020 ~ 2025,180,75,Left,CB,2020-08-05,22000000.0,100000.0,27900000.0,316,63,48,76,77,52,337,69,62,59,73,74,371,75,74,73,79,70,358,63,88,75,76,56,324,73,81,51,66,53,76,245,82,82,81,50,10,7,7,16,10,2001,425,3,2,Medium,High,1,74,53,70,71,81,76,147.0,2020 ~ 2025
208620,Omar Mascarell,Spain,27,79,80,"



FC Schalke 04",2018 ~ 2022,181,76,Right,CDM,2018-07-01,18000000.0,31000.0,23100000.0,295,50,53,56,82,54,365,76,61,65,83,80,349,63,63,74,77,72,363,72,74,77,72,68,359,70,85,61,75,68,74,220,79,74,67,43,6,7,9,10,11,1994,421,5,3,Low,Medium,1,63,61,72,77,75,73,52.0,2018 ~ 2022
208498,M. Dabbur,Israel,28,79,79,"



TSG 1899 Hoffenheim",2020 ~ 2024,182,76,Right,ST,2020-01-07,18000000.0,46000.0,22100000.0,360,50,83,80,73,74,362,78,74,66,63,81,370,74,66,77,80,73,385,76,90,75,75,69,286,39,19,85,69,74,78,86,22,37,27,61,13,12,10,15,11,1910,394,4,4,Medium,Medium,2,70,78,66,79,32,69,33.0,2020 ~ 2024
208448,E. Forsberg,Sweden,28,79,79,"



RB Leipzig",2015 ~ 2022,177,76,Right,CAM,2015-01-07,17500000.0,57000.0,21300000.0,346,82,71,44,84,65,391,80,79,75,74,83,380,70,70,78,80,82,323,71,53,68,59,72,328,61,42,74,80,71,76,75,34,25,16,55,13,7,9,15,11,1898,396,4,4,Medium,Medium,2,70,71,81,81,32,61,93.0,2015 ~ 2022
208128,H. Çalhanoğlu,Turkey,26,79,79,"



Milan",2017 ~ 2021,178,76,Right,CAM,2017-07-03,19000000.0,48000.0,23000000.0,359,81,65,53,83,77,429,85,92,86,80,86,362,69,62,76,78,77,341,86,45,71,51,88,344,57,61,75,80,71,78,174,62,56,56,50,9,14,11,6,10,2059,422,4,4,Medium,Medium,3,65,75,82,84,59,57,230.0,2017 ~ 2021
208104,Matheus,Brazil,27,79,82,"



SC Braga",2014 ~ 2023,190,84,Right,GK,2014-07-01,17000000.0,14000.0,22800000.0,81,15,12,14,27,13,103,12,21,12,36,22,259,44,47,45,75,48,235,54,63,32,71,15,122,19,26,12,52,13,46,51,16,20,15,389,82,75,72,77,83,1240,435,3,1,Medium,Medium,1,82,75,72,83,46,77,21.0,2014 ~ 2023
207807,R. Fraser,Scotland,26,79,80,"



Newcastle United",2020 ~ 2025,163,70,Right,LM,2020-09-07,20500000.0,47000.0,29600000.0,319,77,72,30,76,64,383,79,83,72,71,78,442,92,84,95,75,96,326,71,56,76,50,73,330,65,45,75,76,69,79,140,45,53,42,61,15,14,15,7,10,2001,423,4,3,High,Medium,1,88,72,76,81,46,60,78.0,2020 ~ 2025
207439,L. Paredes,Argentina,26,79,82,"



Paris Saint-Germain",2019 ~ 2023,180,75,Right,CM,2019-01-29,23000000.0,78000.0,29800000.0,347,76,58,60,82,71,396,78,79,78,79,82,359,69,68,71,76,75,383,88,64,78,76,77,386,89,75,76,82,64,77,232,79,77,76,48,9,14,6,9,10,2151,450,4,4,Medium,Medium,2,68,70,80,78,75,79,149.0,2019 ~ 2023
206511,M. Arnold,Germany,26,79,80,"



VfL Wolfsburg",2011 ~ 2022,184,74,Left,CM,2011-10-10,18500000.0,46000.0,24000000.0,369,69,77,58,81,84,404,78,83,80,83,80,345,65,66,67,81,66,383,87,60,78,71,87,361,74,77,75,78,57,79,217,76,74,67,51,11,9,11,10,10,2130,447,2,3,High,Medium,2,66,80,78,77,73,73,45.0,2011 ~ 2022
206413,T. Stepanenko,Ukraine,30,79,79,"



Shakhtar Donetsk",2010 ~ 2022,181,80,Left,CDM,2010-07-01,14500000.0,1000.0,22100000.0,326,63,53,74,80,56,318,64,60,45,76,73,349,71,64,63,78,73,374,75,71,82,76,70,345,84,82,60,67,52,81,235,79,79,77,60,15,13,9,14,9,2007,425,3,3,Medium,High,1,67,61,71,68,79,79,16.0,2010 ~ 2022
206304,L. Milivojević,Serbia,29,79,79,"



Crystal Palace",2017 ~ 2023,186,80,Right,CDM,2017-02-01,15000000.0,59000.0,20900000.0,330,70,55,75,80,50,368,62,71,81,78,76,308,53,54,62,76,63,386,84,59,86,80,77,394,88,79,66,71,90,76,226,77,77,72,56,13,9,16,6,12,2068,423,2,2,Medium,High,1,54,67,76,67,77,82,40.0,2017 ~ 2023
205569,J. Ward-Prowse,England,25,79,83,"



Southampton",2011 ~ 2025,173,66,Right,CM,2011-06-01,24500000.0,59000.0,31600000.0,352,89,70,57,85,51,419,75,91,89,82,82,348,66,55,75,75,77,364,78,65,90,56,75,371,73,67,67,82,82,79,197,67,68,62,64,12,12,10,15,15,2115,428,3,3,High,High,2,60,72,85,77,66,68,134.0,2011 ~ 2025
204638,W. Orban,Hungary,27,79,81,"



RB Leipzig",2015 ~ 2022,186,87,Right,CB,2015-07-01,18500000.0,50000.0,23100000.0,261,39,38,84,69,31,227,52,28,32,58,57,277,50,49,48,74,56,309,37,90,68,85,29,284,79,80,40,44,41,72,241,80,83,78,58,15,12,15,10,6,1657,352,3,2,Medium,High,2,49,36,52,54,81,80,65.0,2015 ~ 2022
204614,Mário Rui,Portugal,29,79,79,"



Napoli",2018 ~ 2025,170,67,Left,LB,2018-01-06,15500000.0,63000.0,17900000.0,293,78,27,60,75,53,358,78,68,66,70,76,418,88,77,88,76,89,375,69,92,91,50,73,332,73,76,59,64,60,71,221,71,75,75,49,13,5,9,8,14,2046,422,3,3,High,Medium,2,82,49,72,79,73,67,30.0,2018 ~ 2025
204105,K. Lala,France,28,79,79,"



RC Strasbourg Alsace",2017 ~ 2021,178,78,Right,RB,2017-06-12,16000000.0,34000.0,22000000.0,328,82,61,66,75,44,378,78,76,72,75,77,372,79,79,67,77,70,351,72,71,83,71,54,384,79,77,77,71,80,70,222,75,74,73,48,14,6,7,6,15,2083,444,3,3,High,Medium,1,79,63,76,76,74,76,61.0,2017 ~ 2021
203299,A. Carrillo,Peru,29,79,79,"



Al Hilal",2019 ~ 2023,180,75,Right,RM,2019-07-23,17000000.0,48000.0,21300000.0,368,78,73,70,73,74,364,85,78,55,64,82,404,87,87,81,74,75,365,76,73,69,72,75,303,53,34,75,73,68,73,93,32,36,25,57,11,14,13,12,7,1954,421,4,4,Medium,Medium,2,87,74,72,83,37,68,49.0,2019 ~ 2023
202935,Álvaro,Spain,30,79,79,"



Olympique de Marseille",2020 ~ 2023,183,75,Right,CB,2020-07-01,14500000.0,40000.0,19000000.0,255,51,22,78,73,31,262,49,47,45,57,64,347,67,68,65,76,71,330,65,92,76,77,20,288,89,79,45,39,36,67,241,80,80,81,53,8,13,12,12,8,1776,376,3,2,Medium,High,1,68,33,57,58,80,80,35.0,2020 ~ 2023
202789,A. Schwolow,Germany,28,79,81,"



Hertha BSC",2020 ~ 2024,190,84,Right,GK,2020-08-04,15000000.0,40000.0,19500000.0,70,9,12,12,26,11,89,15,13,16,23,22,235,36,38,40,79,42,238,53,72,31,67,15,105,26,13,10,34,22,32,42,16,17,9,384,77,76,71,78,82,1163,421,3,1,Medium,Medium,1,77,76,71,82,37,78,51.0,2020 ~ 2024
208141,Gabriel,Brazil,26,79,80,"



SL Benfica",2018 ~ 2024,187,82,Left,CM,2018-08-27,20500000.0,17000.0,30100000.0,356,68,67,74,80,67,390,81,74,73,80,82,335,66,60,65,77,67,410,86,81,81,82,80,386,87,80,74,78,67,83,226,76,77,73,64,12,8,14,15,15,2167,453,5,3,Medium,High,1,63,74,77,79,77,83,81.0,2018 ~ 2024
175379,Pedro León,Spain,33,79,79,"



SD Eibar",2016 ~ 2021,183,73,Right,RM,2016-07-05,11000000.0,33000.0,15800000.0,363,92,74,36,85,76,421,78,87,85,88,83,331,60,57,67,77,70,319,84,34,59,62,80,333,55,43,80,84,71,71,132,50,46,36,64,11,12,10,15,16,1963,403,3,4,Medium,Low,2,58,77,87,78,45,58,22.0,2016 ~ 2021
192598,Ai Kesen,China PR,30,79,79,"



Guangzhou Evergrande Taobao FC",2019 ~ 2022,180,77,Right,ST,2019-07-09,17000000.0,32000.0,19200000.0,370,67,80,72,75,76,379,78,76,80,66,79,412,87,80,83,75,87,402,86,83,80,81,72,364,68,56,77,78,85,76,123,43,45,35,47,9,16,7,8,7,2097,441,4,4,High,High,2,83,80,73,79,48,78,48.0,2019 ~ 2022
210617,Samu Castillejo,Spain,25,79,80,"



Milan",2018 ~ 2023,182,67,Left,CAM,2018-08-17,21000000.0,42000.0,26600000.0,334,79,75,43,79,58,391,82,78,75,74,82,399,84,79,82,76,78,318,78,61,59,49,71,312,48,50,77,78,59,72,113,45,43,25,66,13,16,15,8,14,1933,409,2,4,Medium,High,2,81,73,78,82,43,52,126.0,2018 ~ 2023
199416,Ibai Gómez,Spain,30,79,79,"



Athletic Club de Bilbao",2019 ~ 2022,177,72,Right,RW,2019-01-10,17000000.0,31000.0,25200000.0,361,83,77,47,79,75,404,80,85,81,78,80,381,76,75,76,77,77,367,83,65,70,69,80,328,63,45,75,80,65,77,189,73,61,55,53,14,8,13,7,11,2083,439,4,4,Medium,Medium,1,75,78,80,79,59,68,21.0,2019 ~ 2022
201454,F. Ghoulam,Algeria,29,79,79,"



Napoli",2014 ~ 2022,184,80,Left,LB,2014-01-31,15500000.0,63000.0,17900000.0,334,83,54,68,77,52,376,79,77,68,74,78,350,66,77,70,75,62,364,80,70,80,65,69,364,74,76,69,69,76,75,235,77,78,80,48,12,7,8,8,13,2071,437,4,3,High,Medium,2,72,64,76,77,77,71,39.0,2014 ~ 2022
201400,Rafinha,Brazil,27,79,80,"



Paris Saint-Germain",2020 ~ 2023,174,71,Left,CAM,2020-10-05,20000000.0,78000.0,27000000.0,361,72,73,55,85,76,381,86,75,61,76,83,372,68,69,79,77,79,360,80,74,58,66,82,345,50,70,77,81,67,80,206,68,72,66,52,11,6,15,13,7,2077,437,4,4,High,Medium,2,69,76,79,84,68,61,114.0,2020 ~ 2023
201519,J. Veretout,France,27,79,81,"



Roma",2019 ~ 2024,177,67,Right,CM,2019-07-20,19000000.0,24000.0,29400000.0,367,77,69,64,85,72,391,77,74,78,80,82,358,64,63,74,79,78,373,78,71,77,70,77,389,76,77,73,79,84,82,223,73,76,74,47,9,10,11,8,9,2148,443,3,3,Medium,Medium,1,63,74,81,78,74,73,71.0,2019 ~ 2024
201143,A. Mandi,Algeria,28,79,80,"



Real Betis",2016 ~ 2021,184,78,Right,CB,2016-07-01,16500000.0,27000.0,27200000.0,326,73,41,82,81,49,336,65,67,49,78,77,352,68,67,73,78,66,325,52,80,66,78,49,331,76,83,67,70,35,78,239,79,79,81,64,15,16,9,10,14,1973,412,3,2,High,Medium,1,67,46,74,70,80,75,45.0,2016 ~ 2021
200110,M. Bizot,Netherlands,29,79,80,"



AZ Alkmaar",2017 ~ 2022,193,85,Right,GK,2017-07-01,13500000.0,12000.0,15800000.0,92,20,15,16,28,13,112,12,20,15,33,32,260,45,47,50,78,40,227,50,67,32,64,14,152,39,17,13,47,36,60,37,11,12,14,380,82,76,67,76,79,1260,426,2,1,Medium,Medium,2,82,76,67,79,46,76,20.0,2017 ~ 2022
199715,Vitolo,Spain,30,79,79,"



Atlético Madrid",2017 ~ 2022,185,79,Right,LM,2017-07-12,17000000.0,55000.0,24600000.0,368,75,77,65,76,75,379,82,78,62,77,80,367,76,78,71,80,62,376,77,69,76,79,75,315,61,25,78,77,74,70,112,68,21,23,65,11,16,8,14,16,1982,423,4,3,Medium,Medium,2,77,76,76,79,41,74,28.0,2017 ~ 2022
199641,M. Sels,Belgium,28,79,81,"



RC Strasbourg Alsace",2018 ~ 2024,190,88,Right,GK,2018-07-26,15000000.0,28000.0,22800000.0,103,16,16,14,38,19,118,19,17,17,32,33,217,37,35,36,75,34,242,57,70,30,67,18,135,29,17,18,49,22,62,43,14,15,14,392,81,76,76,79,80,1250,428,2,1,Medium,Medium,1,81,76,76,80,36,79,19.0,2018 ~ 2024
197225,N. Lodeiro,Uruguay,31,79,79,"



Seattle Sounders FC",2016 ~ 2021,170,69,Left,LM,2016-07-27,14500000.0,12000.0,16500000.0,350,81,72,42,85,70,398,81,82,78,76,81,389,75,72,82,80,80,369,72,65,92,64,76,349,69,49,75,80,76,81,142,50,52,40,61,12,16,11,7,15,2058,429,4,4,High,Medium,2,73,73,81,81,49,72,23.0,2016 ~ 2021
199354,Lucas Pérez,Spain,31,79,79,"



Deportivo Alavés",2019 ~ 2022,180,73,Left,ST,2019-07-01,15000000.0,32000.0,24200000.0,381,74,85,68,75,79,385,78,82,77,69,79,378,76,78,72,80,72,364,82,65,69,70,78,346,67,38,81,78,82,76,75,25,24,26,50,14,8,8,10,10,1979,413,4,4,Medium,Low,2,77,82,75,78,32,69,19.0,2019 ~ 2022
199304,Danilo,Brazil,28,79,79,"



Juventus",2019 ~ 2024,184,78,Right,RB,2019-08-07,16000000.0,74000.0,18200000.0,360,78,61,69,79,73,375,74,77,76,69,79,347,67,70,67,79,64,381,84,75,75,73,74,359,75,81,72,64,67,69,237,79,79,79,53,14,5,15,14,5,2112,440,4,3,High,Medium,2,69,70,74,75,78,74,119.0,2019 ~ 2024
199254,João Pedro,Brazil,28,79,79,"



Cagliari",2014 ~ 2023,184,73,Right,CF,2014-09-01,18000000.0,44000.0,22100000.0,367,69,82,66,78,72,377,79,70,72,74,82,361,74,71,72,83,61,359,77,77,75,57,73,351,76,42,81,78,74,78,102,30,44,28,60,14,16,7,11,12,1977,410,4,4,High,Medium,1,72,78,75,79,40,66,35.0,2014 ~ 2023
201455,G. Kondogbia,Central African Republic,27,79,80,"



Valencia CF",2018 ~ 2022,188,80,Left,CM,2018-07-02,20000000.0,40000.0,30500000.0,352,65,69,75,81,62,351,76,62,56,78,79,358,68,69,73,80,68,422,86,78,81,94,83,367,86,80,77,79,45,84,236,77,79,80,53,15,10,10,8,10,2139,460,2,4,High,Medium,2,69,74,75,76,78,88,82.0,2018 ~ 2022
198784,A. Oxlade-Chamberlain,England,26,79,80,"



Liverpool",2017 ~ 2023,175,70,Right,CAM,2017-08-31,20500000.0,89000.0,27900000.0,327,78,70,39,80,60,376,84,73,60,75,84,401,78,79,79,78,87,378,83,69,78,70,78,379,77,73,79,81,69,77,208,68,72,68,49,16,9,6,9,9,2118,454,4,4,High,High,2,79,74,78,83,67,73,73.0,2017 ~ 2023
193983,A. Delort,Algeria,28,79,79,"



Montpellier HSC",2019 ~ 2023,181,83,Right,ST,2019-06-12,18000000.0,43000.0,26000000.0,378,71,80,76,74,77,325,76,41,71,63,74,385,80,87,71,73,74,406,89,81,78,84,74,328,79,23,79,72,75,73,84,31,29,24,53,10,14,10,8,11,1959,423,3,3,High,High,2,84,80,70,75,33,81,32.0,2019 ~ 2023
193198,N. Gudelj,Serbia,28,79,80,"



Sevilla FC",2019 ~ 2023,187,73,Right,CDM,2019-07-23,17000000.0,30000.0,27200000.0,356,74,58,73,82,69,384,67,80,79,78,80,319,61,65,61,75,57,404,85,67,85,86,81,371,83,75,65,74,74,80,222,74,77,71,53,8,11,8,14,12,2109,440,2,3,Medium,Medium,2,63,70,78,70,75,84,55.0,2019 ~ 2023
193171,Jaume Costa,Spain,32,79,79,"



Villarreal CF",2010 ~ 2021,171,62,Left,LB,2010-07-01,12000000.0,34000.0,16800000.0,325,81,57,70,79,38,343,70,67,59,67,80,367,76,74,72,70,75,342,75,71,65,67,64,344,85,80,66,57,56,69,236,79,78,79,61,10,11,16,10,14,2018,429,3,3,High,High,1,75,61,72,73,78,70,19.0,2010 ~ 2021
202048,C. Coady,England,27,79,81,"



Wolverhampton Wanderers",2015 ~ 2025,186,80,Right,CDM,2015-07-03,18500000.0,76000.0,25700000.0,327,65,51,74,81,56,347,62,60,61,85,79,275,46,48,48,79,54,362,68,78,78,74,64,335,74,78,50,73,60,80,235,83,78,74,53,8,15,10,12,8,1934,400,3,2,Low,High,1,47,58,75,66,79,75,214.0,2015 ~ 2025
192492,F. Orellana,Chile,34,79,79,"



Real Valladolid CF",2020 ~ 2022,171,64,Right,RM,2020-08-04,8000000.0,25000.0,13700000.0,365,78,78,69,79,61,399,84,80,79,77,79,375,77,70,77,79,72,300,67,64,57,32,80,317,54,31,79,78,75,69,105,43,37,25,65,12,7,15,16,15,1926,391,4,4,High,Low,2,73,75,78,81,40,44,25.0,2020 ~ 2022
201956,S. Sané,Senegal,29,79,79,"



FC Schalke 04",2018 ~ 2022,196,85,Right,CB,2018-07-01,14500000.0,32000.0,17900000.0,281,57,37,89,72,26,294,62,33,58,72,69,285,53,66,54,77,35,339,77,47,69,91,55,312,80,79,48,62,43,73,237,75,85,77,60,14,7,10,13,16,1808,397,3,2,Medium,High,2,60,49,64,63,80,81,54.0,2018 ~ 2022
191740,Ander Herrera,Spain,30,79,79,"



Paris Saint-Germain",2019 ~ 2024,182,71,Right,CDM,2019-07-04,17000000.0,78000.0,21300000.0,350,71,70,63,82,64,379,78,79,64,77,81,365,69,64,75,81,76,360,78,62,82,69,69,392,81,83,75,79,74,82,240,80,82,78,53,9,12,15,9,8,2139,447,4,3,High,High,3,66,72,77,79,79,74,98.0,2019 ~ 2024
190813,S. El Shaarawy,Italy,27,79,79,"



Shanghai Greenland Shenhua FC",2019 ~ 2022,178,73,Right,LW,2019-07-08,18500000.0,24000.0,20200000.0,377,75,77,65,77,83,375,79,85,68,66,77,406,85,87,86,75,73,356,74,67,71,65,79,320,51,36,82,82,69,75,131,59,37,35,21,5,3,5,5,3,1986,428,3,5,Medium,Medium,3,86,77,76,79,46,64,82.0,2019 ~ 2022
190143,Cote,Spain,30,79,79,"



SD Eibar",2017 ~ 2022,182,77,Left,LB,2017-07-14,15000000.0,30000.0,21000000.0,325,82,46,77,78,42,369,75,75,71,69,79,350,68,69,68,77,68,331,69,66,71,66,59,333,72,78,70,68,45,71,233,75,80,78,64,12,13,10,16,13,2005,419,3,3,High,Low,1,69,54,75,75,78,68,9.0,2017 ~ 2022
189881,C. Smalling,England,30,79,79,"



Roma",2020 ~ 2023,194,81,Right,CB,2020-10-05,14500000.0,24000.0,21000000.0,302,52,54,82,65,49,252,59,49,22,64,58,311,59,75,55,78,44,305,42,73,67,88,35,317,83,80,46,56,52,67,242,79,82,81,71,10,15,16,15,15,1800,394,3,2,Medium,High,3,68,47,58,59,81,81,67.0,2020 ~ 2023
189682,B. Mee,England,30,79,79,"



Burnley",2012 ~ 2021,180,82,Left,CB,2012-01-17,14500000.0,56000.0,19000000.0,265,59,36,79,62,29,263,59,45,31,63,65,332,60,64,63,78,67,335,60,89,67,80,39,306,83,81,40,60,42,74,239,80,81,78,58,15,7,12,10,14,1798,384,3,2,Medium,High,1,62,42,59,63,80,78,30.0,2012 ~ 2021
189560,Iborra,Spain,32,79,79,"



Villarreal CF",2019 ~ 2023,190,80,Right,CDM,2019-01-07,11500000.0,34000.0,16800000.0,356,59,67,82,82,66,363,69,66,67,81,80,244,34,39,54,75,42,372,79,70,67,89,67,374,75,76,77,77,69,78,228,78,77,73,54,14,11,6,15,8,1991,409,4,3,Medium,Medium,2,37,70,75,70,77,80,21.0,2019 ~ 2023
189053,F. Caputo,Italy,32,79,79,"



Sassuolo",2019 ~ 2022,181,74,Right,ST,2019-07-13,14000000.0,42000.0,17000000.0,355,50,82,75,68,80,323,77,58,54,58,76,408,82,83,83,82,78,370,77,84,67,71,71,290,50,14,84,65,77,72,75,40,20,15,53,14,7,10,11,11,1874,397,4,3,High,Low,1,83,79,61,78,30,66,50.0,2019 ~ 2022
188081,Alex Teixeira,Brazil,30,79,79,"



Jiangsu Suning FC",2016 ~ 2020,174,72,Right,CAM,2016-02-05,17000000.0,29000.0,18600000.0,351,63,77,54,79,78,365,80,73,59,72,81,431,94,92,91,78,76,388,74,79,87,72,76,340,52,55,80,79,74,82,102,30,35,37,52,10,9,14,7,12,2029,435,4,4,High,Low,3,93,76,73,81,40,72,53.0,2016 ~ 2020
187936,S. Nzonzi,France,31,79,79,"



Stade Rennais FC",2020 ~ 2021,196,89,Right,CDM,2020-07-01,12500000.0,47000.0,18100000.0,322,59,50,78,80,55,331,70,70,40,71,80,210,35,34,33,77,31,363,62,75,81,91,54,356,80,79,67,73,57,80,228,77,77,74,68,7,16,16,16,13,1878,391,3,2,Medium,Medium,2,34,55,71,68,77,86,89.0,2020 ~ 2021
187607,A. Dzyuba,Russia,31,79,79,No Club,Free,196,91,Right,ST,2015-07-01,0.0,0.0,0.0,380,61,81,87,77,74,333,73,66,60,57,77,301,67,69,55,75,35,385,80,65,78,93,69,351,80,30,81,77,83,79,63,25,17,21,57,15,12,11,11,8,1870,400,3,3,Medium,Low,2,68,78,69,71,29,85,61.0,Free
186569,S. Ulreich,Germany,31,79,79,"



Hamburger SV",2020 ~ 2023,192,87,Right,GK,2020-10-03,9500000.0,15000.0,12800000.0,88,14,12,8,41,13,100,13,12,15,38,22,234,41,40,36,78,39,220,51,66,29,63,11,111,25,14,8,42,22,45,48,16,18,14,381,79,71,68,79,84,1182,421,2,1,Medium,Medium,2,79,71,68,84,40,79,39.0,2020 ~ 2023
186537,C. Stuani,Uruguay,33,79,79,"



Girona FC",2017 ~ 2023,186,76,Right,ST,2017-07-21,11000000.0,16000.0,12800000.0,390,68,85,85,77,75,337,74,66,57,65,75,340,67,67,65,79,62,408,78,90,86,80,74,354,79,36,80,69,90,78,136,45,49,42,63,16,14,9,16,8,2028,421,3,4,Medium,Low,1,67,81,70,73,48,82,20.0,2017 ~ 2023
184881,S. Feghouli,Algeria,30,79,79,"



Galatasaray SK",2017 ~ 2022,176,75,Right,RM,2017-08-14,17000000.0,70000.0,22800000.0,348,78,67,60,75,68,368,83,67,68,67,83,402,83,84,85,78,72,358,79,72,73,59,75,330,82,31,77,78,62,70,93,30,32,31,48,13,7,10,10,8,1947,413,3,4,High,Low,3,84,71,74,82,34,68,29.0,2017 ~ 2022
184484,G. Sigurðsson,Iceland,30,79,79,"



Everton",2017 ~ 2022,186,77,Right,CAM,2017-08-16,17000000.0,83000.0,22800000.0,376,84,73,60,83,76,412,78,87,85,77,85,314,57,54,66,76,61,375,84,65,79,64,83,352,57,59,77,81,78,80,179,60,62,57,58,13,8,10,15,12,2066,419,4,3,Medium,Medium,3,55,78,82,78,60,66,41.0,2017 ~ 2022
183900,D. Perotti,Argentina,31,79,79,"



Fenerbahçe SK",2020 ~ 2022,179,70,Right,LM,2020-10-05,14500000.0,70000.0,20900000.0,343,79,67,57,80,60,379,87,72,64,69,87,382,76,73,79,76,78,321,77,60,58,52,74,329,51,36,74,80,88,80,111,58,31,22,41,5,8,14,6,8,1906,403,4,4,Medium,Medium,3,74,71,77,85,42,54,31.0,2020 ~ 2022
183498,M. Parolo,Italy,35,79,79,"



Lazio",2014 ~ 2021,184,75,Right,CDM,2014-07-01,4900000.0,40000.0,6800000.0,369,70,70,75,78,76,354,75,67,55,79,78,330,64,52,63,80,71,392,87,77,75,69,84,365,80,80,82,78,45,78,238,79,79,80,44,13,9,6,7,9,2092,435,4,3,High,High,2,57,76,75,75,79,73,31.0,2014 ~ 2021
183394,M. Sissoko,France,30,79,79,"



Tottenham Hotspur",2016 ~ 2023,187,91,Right,CDM,2016-08-31,17000000.0,89000.0,21900000.0,340,72,54,68,82,64,378,83,75,60,80,80,353,69,84,64,78,58,404,85,77,91,90,61,370,85,77,74,74,60,75,234,76,81,77,51,14,8,11,10,8,2130,462,3,3,High,High,2,77,63,77,79,77,89,112.0,2016 ~ 2023
183108,N. Amrabat,Morocco,33,79,79,"



Al Nassr",2018 ~ 2021,180,85,Right,RM,2018-07-25,11000000.0,46000.0,12800000.0,373,81,73,68,78,73,372,80,77,68,69,78,396,81,77,86,74,78,365,81,53,79,80,72,355,71,54,75,78,77,71,155,35,65,55,51,11,14,7,6,13,2067,441,3,4,High,Medium,2,79,75,77,80,53,77,12.0,2018 ~ 2021
182002,Sidnei,Brazil,30,79,79,"



Real Betis",2018 ~ 2022,185,80,Right,CB,2018-08-02,14500000.0,26000.0,21000000.0,301,59,54,77,78,33,280,63,36,39,67,75,299,69,69,46,76,39,367,74,81,65,93,54,318,77,80,53,50,58,71,231,75,78,78,61,10,16,12,9,14,1857,412,2,2,High,Medium,2,69,57,63,64,77,82,20.0,2018 ~ 2022
